|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
|SQL binding mechanisms should be used| |['cert', 'cwe', 'hibernate', 'owasp-a1', 'sans-top25-insecure', 'sql']| CRITICAL
